iter	Passed	Remaining
4497	1432	129534498	1435	129504499	1438	129495500	1441	129465501	1444	129455502	1447	129435503	1450	129415504	1453	129415505	1457	129415506	1460	129415507	1463	129395508	1466	129365509	1469	129335510	1471	129285511	1474	129255512	1477	129265513	1480	129205514	1483	129155515	1485	129125516	1488	129065517	1491	129035518	1494	129005519	1497	128995520	1500	128975521	1503	128945522	1505	128865523	1508	128885524	1511	12883525	1518	12913
526	1520	12908
527	1523	12906
528	1526	12897
529	1529	12895
530	1531	12892
531	1535	12891
532	1537	12885
533	1539	12878
5534	1538	128435535	1541	128395536	1544	128375537	1548	128385538	1551	128375539	1553	128345540	1557	128335541	1560	12833
542	1563	12832
543	1566	12829
544	1568	12824
545	1572	12825
546	1574	12821
547	1577	12818
548	1580	12815
549	1583	12812
550	1586	12807
551	1588	12803
552	1591	12799
553	1594	12795
554	1596	12789
555	1599	12787
556	1602	12780
557	1605	12782
558	1607	12774
559	1610	12771
560	1613	12765
561	1616	12761
562	1618	12758
563	1621	12756
564	1624	12751
565	1627	12747
566	1629	127375567	1632	127355568	1634	127295569	1637	127245570	1639	127185571	1643	127205572	1646	127195573	1649	127165574	1651	127105575	1654	127055576	1657	127055577	1660	127025578	1663	127035579	1666	126965580	1669	126945581	1672	126925582	1674	126905583	1678	126895584	1680	126855585	1683	126845586	1686	126815587	1690	126825588	1693	126795589	1695	126735590	1698	126675591	1701	126665592	1703	126625593	1706	126555594	1709	126555595	1711	126485596	1714	126445597	1717	126415598	1720	126385599	1723	126396600	1726	126366601	1729	126346602	1732	126326603	1735	126306604	1737	126246605	1740	126236606	1743	126176607	1746	126136608	1748	126096609	1751	126046610	1754	126046611	1757	125996612	1759	125956613	1762	125906614	1765	125876615	1768	125846616	1771	125816617	1773	125786618	1777	125776619	1779	125716620	1782	125686621	1785	12566622	1791	12587
623	1794	12585
624	1797	12582
625	1800	12580
626	1803	12576
6627	1801	12544628	1808	12569
629	1811	12564
630	1814	12563
631	1816	12557
632	1819	12553
633	1822	12548
634	1825	12545
635	1827	12541
6636	1826	125136637	1829	12508638	1836	12532
639	1839	12531
6640	1838	125046641	1841	125026642	1844	125006643	1847	124986644	1850	124926645	1852	124866646	1855	124836647	1857	124766648	1860	124726649	1863	124686650	1865	124636651	1868	124626652	1871	124566653	1874	124546654	1876	126556655	1879	126566656	1882	126576657	1884	126586658	1887	12659659	1894	124660660	1896	124661661	1899	124662662	1902	124663663	1905	124664664	1908	1246656665	1907	126666666	1910	126676667	1913	126686668	1915	126696669	1918	126706670	1921	126716671	1924	12672	672	1926	12673	673	1929	12674	674	1932	126756675	1935	126766676	1939	126776677	1942	123806678	1945	123786679	1947	123756680	1950	123716681	1953	123676682	1956	123636683	1958	123566684	1961	12358
685	1964	123566686	1967	123516687	1971	12353
688	1974	12355
689	1977	12350
690	1979	12345
691	1982	12342
692	1985	12337
693	1988	12335
694	1990	12332
695	1994	12332
696	1997	12330
697	2000	12328
698	2003	12328
699	2006	12325
700	2009	12325
701	2012	12322
702	2016	12322
703	2018	12320
704	2021	12314
705	2024	12312
706	2027	12312
707	2030	12312
708	2033	12308
709	2036	12307
710	2039	12303
711	2042	12301
712	2045	12298
713	2048	12296
714	2051	12292
715	2053	12288
716	2056	12286
717	2059	12282
718	2061	12275
719	2064	12272
720	2067	12269
721	2070	12265
722	2073	12263
723	2075	12259
724	2078	12254
725	2081	12251
726	2083	12248
727	2086	12246
728	2089	12243
729	2092	12238
730	2095	12234
731	2098	12233
732	2101	12231
733	2103	12227
734	2107	12226
735	2109	12223
736	2113	12222
737	2115	12218
738	2118	122137739	2120	122087740	2124	12209
741	2127	12207
742	2129	12203
743	2133	12202
744	2135	12198
745	2138	12194
746	2141	12190
747	2143	12186
748	2146	12184
749	2149	12181
750	2152	12177
751	2155	12175
752	2158	12173
753	2161	12172
754	2164	12171
755	2167	12167
756	2170	12166
757	2173	12164
758	2176	12159
759	2179	12158
760	2182	12155
761	2184	12151
762	2187	12148
763	2190	12144
764	2193	12142
765	2196	12140
766	2199	12136
767	2201	12132
768	2204	12127
769	2206	12123
770	2209	12120
771	2212	12116
772	2215	12113
773	2217	12109
774	2220	12104
775	2223	12101
776	2226	120987777	2228	12095
778	2231	120927779	2234	120887780	2236	120827781	2239	120797782	2242	120767783	2245	120747784	2248	120727785	2250	120667786	2253	120647787	2256	120617788	2259	120567789	2261	120527790	2264	120517791	2267	120487792	2270	12045793	2275	12055
794	2278	12051
795	2281	12047
796	2283	12042
7797	2283	120247798	2286	120217799	2289	120178800	2291	12013801	2297	12024
802	2300	12021
803	2303	12019
804	2306	12017
8805	2306	120018806	2309	119998807	2311	11994808	2317	12007
809	2320	12004
810	2323	12003
811	2326	11997
812	2329	11996
813	2332	11995
814	2335	11991
815	2338	11990
816	2341	11989
817	2344	11984
818	2346	11980
819	2349	11975
820	2352	11972
821	2354	11967
822	2357	11963
823	2359	11959
824	2362	11957
825	2365	11954
826	2368	11950
827	2371	11948
828	2373	11944
829	2377	11943
830	2379	11939
831	2382	11936
832	2385	11933
833	2388	11930
834	2390	11926
835	2394	11924
836	2396	11920
837	2399	11918
838	2402	11914
839	2405	11913
840	2408	11910
841	2411	11909
842	2414	11906
843	2416	11901
844	2420	11900
845	2423	11899
846	2426	11896
847	2429	11894
848	2431	11889
849	2434	11888
850	2437	11884
851	2440	11882
852	2443	11879
853	2446	11875
854	2448	11871
855	2451	11869
856	2454	11865
857	2457	11864
858	2460	11859
859	2462	11856
860	2465	11853
861	2468	11851
8862	2469	118368863	2472	118378864	2476	118368865	2479	118358866	2482	118358867	2485	118318868	2488	118298869	2491	118278870	2494	118258871	2497	118228872	2500	118198873	2503	11816874	2508	11826
8875	2508	11811876	2514	11822
8877	2515	118118878	2518	118098879	2521	118058880	2524	118038881	2527	118028882	2531	118008883	2533	117988884	2536	117968885	2539	117908886	2541	117868887	2544	117828888	2547	117808889	2550	117788890	2553	11775891	2558	11784
892	2562	11783
8893	2562	117718894	2565	117688895	2569	117708896	2573	117718897	2576	117708898	2579	117688899	2583	117679900	2586	117679901	2589	117649902	2592	117639903	2595	117609904	2598	117579905	2601	117549906	2604	117529907	2607	117509908	2611	117539909	2614	117509910	2617	117479911	2619	117439912	2623	117439913	2626	117429914	2630	117429915	2633	117409916	2636	117399917	2639	117379918	2642	117369919	2645	117319920	2647	117269921	2650	117229922	2653	117219923	2656	117179924	2659	117159925	2662	117149926	2665	117119927	2668	117089928	2671	117069929	2674	11706930	2680	11715
931	2683	11713
932	2686	11709
9933	2687	116979934	2690	116969935	2693	116939936	2695	116899937	2698	11686938	2703	11693
939	2706	11691
940	2709	11687
9941	2710	116759942	2713	116729943	2716	116739944	2720	116729945	2723	116719946	2726	116699947	2729	116669948	2733	116679949	2736	116649950	2739	116639951	2742	116609952	2745	116579953	2748	116559954	2751	116529955	2753	116499956	2757	116479957	2760	116469958	2764	11647
959	2767	11647
960	2771	11646
961	2774	11646
962	2777	11643
963	2780	11641
964	2783	11638
965	2786	11636
966	2789	11633
967	2792	11632
968	2796	11631
969	2798	11628
970	2802	11626
971	2805	11625
972	2808	11622
973	2811	11620
974	2814	11619
975	2817	11616
976	2820	11612
977	2822	11609
978	2825	11604
979	2828	11600
980	2830	11597
981	2833	11594
982	2836	11590
983	2838	11586
984	2841	11583
985	2844	11580
986	2848	11579
987	2851	11577
988	2854	11576
989	2857	11572
990	2859	11567
991	2862	11563
992	2864	11560
993	2867	11556
994	2870	11552
995	2872	11549
996	2876	11547
997	2879	11544
998	2882	11543
999	2884	11539
1000	2887	11535
1001	2890	11533
1002	2893	11530
1003	2896	11527
1004	2899	11524
1005	2901	11519
1006	2904	11518
1007	2907	11514
1008	2910	11512
1009	2913	11509
1010	2916	11506
1011	2919	11503
1012	2921	11499
1013	2924	11495
1014	2926	11491
1015	2929	11488
1016	2932	11483
1017	2934	11478
1018	2937	11476
1019	2940	11472
1020	2942	1146811021	2945	1146411022	2948	1146111023	2951	1146011024	2954	1145811025	2957	1145511026	2960	1145211027	2963	1144911028	2966	1144611029	2969	1144311030	2971	1144011031	2974	1143611032	2977	1143311033	2980	1143011034	2983	1142811035	2985	1142411036	2988	1142211037	2991	1141811038	2994	1141611039	2997	1141411040	3000	1141011041	3002	1140511042	3005	1140311043	3008	1140011044	3011	1139911045	3014	1139511046	3017	1139211047	3020	1138911048	3022	1138411049	3025	1138211050	3028	1138011051	3031	113771052	3037	11385
11053	3037	1137211054	3040	1137011055	3044	1136911056	3047	1136711057	3050	1136411058	3053	1136411059	3056	1136011060	3058	1135511061	3062	1135411062	3065	1135311063	3068	1135111064	3071	11350
1065	3074	11347
1066	3077	11344
1067	3080	11341
1068	3083	11337
1069	3085	11334
1070	3088	11330
1071	3091	11328
1072	3094	11324
1073	3096	1132011074	3100	11319
1075	3103	11316
1076	3106	11315
1077	3109	11312
1078	3111	11308
1079	3114	11303
1080	3117	11300
1081	3119	11297
1082	3122	11292
1083	3125	11289
1084	3127	11285
1085	3130	11283
1086	3133	11281
1087	3137	11280
1088	3140	11277
1089	3142	11273
1090	3145	11269
1091	3148	11265
1092	3150	11262
1093	3153	11258
1094	3156	11256
1095	3158	11251
1096	3161	11249
1097	3164	11246
1098	3167	11244
1099	3171	11242
1100	3173	11239
1101	3176	11234
1102	3178	11230
1103	3181	11228
1104	3184	11226
1105	3187	11223
1106	3190	11221
1107	3193	11218
1108	3196	11213
1109	3198	11209
1110	3201	11207
1111	3204	11204
1112	3207	11201
1113	3210	11197
1114	3212	11193
1115	3215	11190
1116	3218	11189
1117	3221	11185
1118	3224	11183
1119	3226	11178
1120	3229	11175
1121	3232	11172
1122	3236	11172
1123	3239	11169
1124	3241	11165
1125	3244	11163
1126	3248	11161
1127	3251	11160
1128	3253	11156
1129	3256	11154
1130	3259	11151
1131	3263	11149
1132	3266	11148
1133	3269	11144
1134	3271	11140
1135	3274	11137
1136	3277	11133
1137	3279	11130
1138	3282	11128
1139	3285	11124
1140	3288	11122
1141	3291	11119
1142	3295	11118
1143	3297	11113
1144	3300	11112
1145	3303	11108
1146	3306	11106
1147	3309	11103
1148	3311	11100
1149	3314	11097
1150	3317	11092
1151	3319	11089
1152	3322	11087
1153	3325	11084
1154	3328	11081
1155	3331	11078
1156	3334	11075
1157	3337	11073
1158	3340	11070
1159	3343	11067
1160	3346	11065
1161	3349	11062
1162	3352	11059
1163	3355	11057
1164	3358	11054
1165	3360	11051
1166	3363	11048
1167	3367	11048
1168	3370	11046
1169	3373	11043
1170	3376	11039
1171	3379	11036
1172	3382	11034
1173	3384	11030
1174	3386	11025
1175	3389	11020
1176	3390	11013
1177	3394	11012
1178	3397	11009
1179	3399	11005
1180	3402	11001
1181	3405	10999
1182	3408	10996
1183	3411	10993
1184	3414	10992
1185	3417	10989
1186	3419	10985
1187	3422	10980
1188	3424	10976
1189	3427	10973
1190	3430	10970
1191	3433	10967
1192	3436	10964
1193	3438	10961
1194	3441	10958
1195	3444	10956
1196	3447	10952
1197	3450	10949
1198	3453	10946
1199	3456	10945
1200	3459	10942
1201	3461	10938
1202	3464	10936
1203	3467	10933
1204	3470	10930
1205	3473	10928
1206	3476	10924
1207	3479	10921
1208	3482	10918
1209	3484	10915
1210	3488	10913
1211	3490	10910
1212	3493	10908
1213	3497	10905
1214	3500	10903
1215	3502	10900
1216	3505	10895
1217	3508	10893
1218	3510	10889
1219	3513	10886
1220	3516	10883
1221	3519	10880
1222	3522	10879
1223	3525	10876
1224	3528	10874
1225	3531	10871
1226	3534	10868
1227	3537	10865
1228	3539	10861
1229	3542	10859
1230	3545	10854
1231	3548	10852
1232	3550	10848
1233	3553	10844
1234	3556	10843
1235	3559	10840
1236	3562	10837
1237	3565	10834
1238	3568	10831
1239	3571	10828
1240	3574	10826
1241	3577	10823
1242	3580	10822
1243	3583	10820
1244	3586	10817
1245	3589	10814
1246	3592	10811
1247	3595	10809
1248	3598	10806
1249	3601	10803
1250	3603	10800
1251	3607	10798
1252	3609	10795
1253	3612	10791
1254	3615	10788
1255	3618	10787
1256	3621	10785
1257	3624	10782
1258	3627	10779
1259	3630	10777
1260	3633	10773
1261	3636	10769
1262	3638	10766
1263	3641	10762
1264	3644	10759
1265	3646	10756
1266	3649	10753
1267	3652	10750
1268	3655	10747
1269	3657	10743
1270	3661	10741
1271	3664	10738
1272	3667	10737
1273	3670	10734
1274	3673	10731
1275	3676	10730
1276	3679	10727
1277	3682	10724
1278	3684	10720
1279	3687	10717
1280	3690	10714
1281	3693	10711
1282	3696	10708
1283	3698	10705
1284	3701	10702
1285	3704	10699
1286	3707	10695
1287	3710	10692
1288	3713	10689
1289	3715	10686
1290	3718	10683
1291	3721	10679
1292	3723	10676
1293	3726	10673
1294	3729	10671
1295	3732	10668
1296	3736	10667
1297	3738	10663
1298	3741	10660
1299	3744	10656
1300	3747	10654
1301	3750	10651
1302	3753	10649
1303	3755	10645
1304	3759	10645
1305	3762	10643
1306	3765	10641
1307	3768	10638
1308	3771	10634
1309	3774	10631
1310	3777	10628
1311	3780	10626
1312	3783	10623
1313	3786	10620
1314	3788	10617
1315	3791	10614
1316	3795	10612
1317	3797	10609
1318	3800	10606
1319	3803	10603
1320	3805	10599
1321	3809	10597
1322	3812	10595
1323	3814	10591
1324	3817	10589
1325	3820	10585
1326	3822	10581
1327	3825	10577
1328	3828	10573
1329	3830	10570
1330	3833	10566
1331	3835	10563
1332	3839	10561
1333	3841	10557
1334	3844	10555
1335	3847	10551
1336	3850	10549
1337	3853	10546
1338	3856	10543
1339	3858	10539
1340	3861	10535
1341	3863	10531
1342	3866	10528
1343	3868	10523
1344	3872	10522
1345	3874	10518
1346	3877	10515
1347	3880	10512
1348	3883	10509
1349	3886	10507
1350	3889	10504
1351	3891	10501
1352	3895	10500
1353	3898	10498
1354	3901	10495
1355	3904	10492
1356	3907	10489
1357	3910	10486
1358	3912	10483
1359	3915	10479
1360	3918	10476
1361	3921	10474
1362	3924	10471
1363	3927	10469
1364	3929	10465
1365	3932	10461
1366	3935	10459
1367	3938	10456
1368	3941	10454
1369	3944	10452
1370	3947	10449
1371	3951	10448
1372	3954	10445
1373	3957	10442
1374	3959	10439
1375	3962	10436
1376	3965	10432
1377	3967	10429
1378	3971	10428
1379	3974	10425
1380	3977	10423
1381	3980	10419
1382	3982	10415
1383	3985	10413
1384	3988	10410
1385	3991	10408
1386	3994	10404
1387	3997	10401
1388	4000	10400
1389	4003	10396
1390	4005	10393
1391	4008	10390
1392	4011	10386
1393	4014	10384
1394	4017	10381
1395	4020	10378
1396	4022	10375
1397	4025	10372
1398	4028	10368
1399	4030	10365
1400	4033	10361
1401	4035	10357
1402	4038	10355
1403	4041	10351
1404	4044	10347
1405	4046	10344
1406	4049	10342
1407	4052	10339
1408	4055	10336
1409	4058	10333
1410	4061	10330
1411	4064	10327
1412	4066	10323
1413	4069	10319
1414	4071	10316
1415	4074	10313
1416	4077	10310
1417	4080	10307
1418	4083	10304
1419	4086	10301
1420	4088	10298
1421	4091	10294
1422	4094	10292
1423	4097	10289
1424	4100	10287
1425	4103	10284
1426	4106	10282
1427	4109	10278
1428	4111	10275
1429	4114	10271
1430	4117	10268
1431	4119	10265
1432	4122	10262
1433	4125	10259
1434	4128	10255
1435	4130	10252
1436	4133	1024811437	4136	1024511438	4139	1024211439	4142	10240
1440	4145	10237
1441	4148	10235
1442	4150	10231
1443	4153	10228
1444	4156	10225
1445	4158	10221
1446	4161	10218
1447	4164	10215
1448	4167	10211
1449	4169	10209
1450	4172	10205
1451	4175	10202
1452	4178	10199
1453	4180	10196
1454	4183	10192
1455	4186	10190
1456	4188	10186
1457	4191	10182
1458	4194	10180
1459	4197	1017611460	4199	1017211461	4202	1016911462	4205	10166
1463	4208	10164
1464	4211	10161
1465	4214	10159
1466	4217	10156
1467	4219	10152
1468	4222	10149
1469	4225	10146
1470	4228	10143
1471	4230	10140
1472	4233	10137
1473	4236	10133
1474	4239	10130
1475	4242	10129
1476	4245	1012511477	4248	10122
1478	4250	1011911479	4253	1011611480	4256	1011211481	4259	1011011482	4261	1010711483	4264	1010311484	4267	1010111485	4270	1009811486	4273	1009511487	4275	1009211488	4278	1008811489	4281	1008611490	4284	1008311491	4287	1008011492	4290	1007711493	4293	1007511494	4296	10073
1495	4299	10070
1496	4302	1006711497	4305	10065
1498	4308	10063
1499	4311	10061
1500	4314	10058
1501	4318	10056
1502	4321	10053
1503	4323	10050
1504	4329	10053
1505	4332	10050
1506	4335	10048
1507	4338	10045
1508	4340	10042
1509	4343	10039
1510	4346	10037
1511	4349	10034
1512	4352	10031
1513	4355	10028
1514	4357	10024
1515	4360	10021
1516	4364	10019
1517	4366	10016
1518	4369	10012
1519	4372	10010
1520	4375	10007
1521	4377	10004
1522	4381	10002
1523	4384	9999
1524	4387	9996
1525	4389	9993
1526	4392	9991
1527	4395	9986
1528	4397	9982
1529	4401	9982
1530	4404	9979
1531	4407	9976
1532	4410	9974
1533	4413	9971
1534	4416	9968
1535	4418	9964
1536	4421	9961
1537	4424	9958
1538	4426	9954
1539	4429	9951
1540	4431	9948
1541	4434	9945
1542	4437	9941
1543	4440	9939
1544	4443	9936
1545	4446	9933
1546	4448	9929
1547	4451	9926
1548	4454	9923
1549	4456	9920
1550	4460	9918
1551	4463	9917
1552	4466	9914
1553	4469	9911
1554	4472	9908
1555	4475	9904
1556	4478	9902
1557	4480	9899
1558	4483	9896
1559	4486	9893
1560	4489	9891
1561	4492	9888
1562	4495	9885
1563	4498	9882
1564	4500	9878
1565	4503	9876
1566	4506	9873
1567	4509	9870
1568	4512	9867
1569	4515	9864
1570	4518	9861
1571	4520	9857
1572	4523	9855
1573	4526	9852
1574	4529	9849
1575	4532	9847
1576	4535	9844
1577	4538	9842
1578	4541	9839
1579	4544	9836
1580	4547	9833
1581	4550	9830
1582	4553	9829
1583	4556	9826
1584	4559	9824
1585	4562	9822
1586	4565	9819
1587	4568	9816
1588	4571	9814
1589	4574	9811
1590	4577	9808
1591	4580	9805
1592	4583	9802
1593	4585	9798
1594	4588	9796
1595	4591	9792
1596	4594	9789
1597	4597	9787
1598	4600	9784
1599	4603	9782
1600	4606	9779
1601	4609	9776
1602	4612	9773
1603	4614	9770
1604	4617	9767
1605	4620	9764
1606	4623	9761
1607	4625	9758
1608	4629	9755
1609	4632	9753
1610	4635	9751
1611	4638	9748
1612	4640	9744
1613	4643	9741
1614	4646	9738
1615	4649	9735
1616	4652	9733
1617	4654	9729
1618	4657	9725
1619	4660	9723
1620	4663	9720
1621	4666	9718
1622	4669	9715
1623	4672	9713
1624	4675	9709
1625	4677	9706
1626	4680	9703
1627	4683	9701
1628	4687	9699
1629	4689	9696
1630	4692	9692
1631	4694	9687
1632	4697	9686
1633	4700	9683
1634	4703	9679
1635	4705	9676
1636	4708	9673
1637	4711	9670
1638	4714	9668
1639	4717	9664
1640	4720	9661
1641	4722	9658
1642	4725	9655
1643	4728	9651
1644	4730	9648
1645	4734	9646
1646	4737	9644
1647	4740	9641
1648	4742	9637
1649	4744	9633
1650	4747	9630
1651	4750	9627
1652	4753	9625
1653	4756	9621
1654	4759	9619
1655	4762	9616
1656	4765	9614
1657	4767	9610
1658	4770	9608
1659	4774	9606
1660	4777	9603
1661	4779	9599
1662	4782	9596
1663	4784	9592
1664	4787	9590
1665	4790	9587
1666	4793	9584
1667	4796	9581
1668	4799	9578
1669	4802	9575
1670	4805	9573
1671	4808	9571
1672	4811	9568
1673	4814	9565
1674	4816	9561
1675	4819	9558
1676	4822	9555
1677	4825	9553
1678	4828	9549
1679	4831	9547
1680	4834	9545
1681	4837	9541
1682	4839	9538
1683	4842	9535
1684	4845	9531
1685	4847	9528
1686	4850	9526
1687	4853	9523
1688	4855	9519
1689	4859	9517
1690	4861	9514
1691	4864	9510
1692	4867	9507
1693	4869	9503
1694	4872	9500
1695	4875	9498
1696	4878	9494
1697	4880	9491
1698	4883	9487
1699	4886	9485
1700	4888	9481
1701	4891	9479
1702	4895	9476
1703	4897	9473
1704	4900	9470
1705	4903	9467
1706	4906	9465
1707	4910	9463
1708	4912	9460
1709	4915	9457
1710	4918	9454
1711	4921	9451
1712	4924	9448
1713	4926	9445
1714	4929	9442
1715	4932	9439
1716	4935	9437
1717	4938	9433
1718	4941	9431
1719	4943	9427
1720	4946	9425
1721	4949	9422
1722	4952	9419
1723	4954	9415
1724	4957	9412
1725	4960	9409
1726	4963	9406
1727	4966	9404
1728	4969	9401
1729	4972	9398
1730	4975	9395
1731	4978	9393
1732	4981	9391
1733	4985	9390
1734	4988	9387
1735	4991	9384
1736	4993	9380
1737	4996	9378
1738	4999	9375
1739	5002	9372
1740	5005	9369
1741	5008	9366
1742	5011	9363
1743	5014	9361
1744	5016	9357
1745	5019	9355
1746	5022	9353
