iter	Passed	Remaining
1747	5025	9350
1748	5028	9347
1749	5031	9345
1750	5034	9342
1751	5037	9338
1752	5040	9336
1753	5043	9334
1754	5046	9331
1755	5049	9328
1756	5052	9326
1757	5055	9322
1758	5057	9319
1759	5060	9316
1760	5063	9312
1761	5066	9309
1762	5069	9307
1763	5072	9305
1764	5075	9302
1765	5077	9298
1766	5080	9295
1767	5083	9292
1768	5085	9289
1769	5088	9286
1770	5091	9282
1771	5093	9279
1772	5096	9276
1773	5099	9272
1774	5101775	511775	5101776	511776	5101777	511777	5111778	511778	5111779	511779	5116	9255
1780	5119	9252
1781	5122	9250
1782	5125	9247
1783	5128	9244
1784	5131	9242
1785	5134	9240
1786	5137	9237
1787	5140	9233
1788	5143	9231
1789	5146	9229
1790	5149	9226
1791	5152	9223
1792	5154	9220
1793	5157	9216
1794	5160	9213
1795	5163	9211
1796	5166	9208
1797	5169	9205
1798	5172	9203
1799	5175	9201
1800	5178	9197
1801	5180	9194
1802	5183	9191
1803	5186	9187
1804	5188	9184
1805	5191	9181
1806	5194	9178
1807	5197	9175
1808	5200	9172
1809	5203	9170
1810	5205	9166
1811	5208	9163
1812	5210	9159
1813	5213	9156
1814	5215	9153
1815	5219	9150
1816	5221	9147
1817	5224	9144
1818	5227	9141
1819	5230	9138
1820	5232	9134
1821	5235	9131
1822	5231823	521823	5241824	521824	5241825	521825	5241826	521826	5241827	521827	5251828	521828	5251829	521829	5251830	521830	5261831	521831	5261832	521832	5261833	521833	5261834	521834	5271835	521835	5271836	521836	5271837	521837	5271838	521838	5281839	521839	5281840	521840	5281841	521841	5291842	521842	5291843	521843	5291844	521844	5291845	531845	5301846	531846	5301847	531847	5301848	531848	5311849	531849	5311850	531850	5311851	531851	5311852	531852	5321853	531853	5321854	531854	5321855	531855	5321856	5333	9027
1857	5336	9024
1858	5339	9021
1859	5342	9018
1860	5345	9016
1861	5348	9013
1862	5351	9010
1863	5354	9008
1864	5357	9004
1865	5359	9002
1866	5362	8999
1867	5365	8995
1868	5367	8992
1869	5370	8988
1870	5373	8986
1871	5376	8983
1872	5379	8980
1873	5381	8977
1874	5384	8973
1875	5386	8970
1876	5389	8967
1877	5393	8965
1878	5396	8962
1879	5398	8959
1880	5402	8958
1881	5405	8955
1882	5408	8953
1883	5412	8951
1884	5414	8948
1885	5417	8945
1886	5420	8942
1887	5423	8939
1888	5426	8936
1889	5429	8933
1890	5431	8930
1891	5435	8928
1892	5438	8925
1893	5440	8922
1894	5443	8919
1895	5446	8916
1896	5449	8914
1897	5453	8912
1898	5455	8909
1899	5458	8905
1900	5460	8902
1901	5464	8899
1902	5467	8898
1903	5470	8894
1904	5472	8891
1905	5475	8888
1906	5478	8886
1907	5482	8884
1908	5485	8881
1909	5488	8878
1910	5490	8875
1911	5492	8871
1912	5495	8868
1913	5498	8865
1914	5501	8862
1915	5504	8859
1916	5507	8856
1917	5510	8854
1918	5513	8851
1919	5515	8848
1920	5518	8844
1921	5521	8841
1922	5524	8839
1923	5527	8836
1924	5529	8833
1925	5532	8830
1926	5535	8827
1927	5537	8823
1928	5541	8821
1929	5544	8819
1930	5547	8817
1931	5550	8814
1932	5553	8812
1933	5556	8809
1934	5559	8806
1935	5562	8803
1936	5565	8800
1937	5568	8798
1938	5571	8795
1939	5574	8792
1940	5577	8789
1941	5580	8786
1942	5582	8783
1943	5585	8780
1944	5588	8778
1945	5591	8774
1946	5594	8771
1947	5596	8768
1948	5599	8765
1949	5602	8763
1950	5605	8759
1951	5608	8757
1952	5611	8754
1953	5614	8751
1954	5617	8749
1955	5620	8747
1956	5623	8744
1957	5626	8742
1958	5629	8739
1959	5632	8735
1960	5635	8733
1961	5637	8729
1962	5640	8726
1963	5643	8723
1964	5646	8720
1965	5649	8718
1966	5652	8715
1967	5655	8712
1968	5657	8709
1969	5660	8706
1970	5663	8702
1971	5665	8699
1972	5668	8696
1973	5671	8694
1974	5674	8691
1975	5678	8689
1976	5680	8686
1977	5683	8683
1978	5685	8679
1979	5688	8676
1980	5691	8673
1981	5694	8670
1982	5697	8667
1983	5700	8665
1984	5703	8662
1985	5706	8660
1986	5709	8657
1987	5711	8653
1988	5714	8651
1989	5717	8648
1990	5720	8645
1991	5723	8642
1992	5726	8640
1993	5729	8637
1994	5732	8634
1995	5735	8631
1996	5738	8628
1997	5741	8626
1998	5744	8623
1999	5746	8620
2000	5750	8618
2001	5753	8615
2002	5756	8612
2003	5759	8610
2004	5762	8607
2005	5765	8604
2006	5768	8602
2007	5771	8599
2008	5774	8596
2009	5777	8593
2010	5780	8591
2011	5783	8588
2012	5785	8585
2013	5788	8582
2014	5791	8579
2015	5794	8576
2016	5796	8573
2017	5799	8570
2018	5802	8567
2019	5805	8564
2020	5807	8560
2021	5810	8557
2022	5813	8554
2023	5816	8552
2024	5819	8548
2025	5821	8546
2026	5824	8543
2027	5827	8540
2028	5830	8537
2029	5832	8533
2030	5835	8530
2031	5838	8527
2032	5841	8524
2033	5843	8521
2034	5847	8520
2035	5850	8516
2036	5853	8513
2037	5855	8510
2038	5858	8507
2039	5861	8505
2040	5864	8501
2041	5867	8499
2042	5869	8495
2043	5872	8492
2044	5875	8490
2045	5878	8487
2046	5880	8483
2047	5883	8480
2048	5886	8477
2049	5888	8474
2050	5892	8472
2051	5894	8468
2052	5897	8465
2053	5900	8462
2054	5902	8459
2055	5905	8456
2056	5909	8454
2057	5912	8451
2058	5915	8449
2059	5918	8446
2060	5921	8443
2061	5924	8441
2062	5926	8437
2063	5929	8434
2064	5932	8432
2065	5935	8429
2066	5938	8427
2067	5941	8424
2068	5944	8421
2069	5947	8418
2070	5950	8415
2071	5953	8413
2072	5956	8409
2073	5958	8406
2074	5961	8403
2075	5964	8400
2076	5967	8398
2077	5970	8396
2078	5973	8393
2079	5976	8390
2080	5979	8387
2081	5983	8386
2082	5985	8382
2083	5988	8379
2084	5991	8375
2085	5993	8372
2086	5996	8369
2087	5999	8367
2088	6002	8364
2089	6006	8362
2090	6009	8359
2091	6011	8356
2092	6014	8353
2093	6016	8349
2094	6019	8346
2095	6022	8343
2096	6025	8341
2097	6028	8338
2098	6031	8336
2099	6033	8332
2100	6037	8329
2101	6040	8328
2102	6043	8325
2103	6046	8322
2104	6049	8319
2105	6052	8316
2106	6055	8313
2107	6057	8310
2108	6060	8307
2109	6063	8304
2110	6066	8302
2111	6068	8298
2112	6071	8296
2113	6074	8292
2114	6076	8289
2115	6079	8285
2116	6082	8282
2117	6085	8280
2118	6088	8277
2119	6091	8275
2120	6094	8272
2121	6097	8269
2122	6100	8266
2123	6102	8263
2124	6106	8261
2125	6108	8258
2126	6111	8254
2127	6113	8251
2128	6116	8248
2129	6119	8246
2130	6122	8243
2131	6125	8239
2132	6128	8237
2133	6131	8234
2134	6133	8231
2135	6136	8228
2136	6139	8225
2137	6142	8222
2138	6145	8220
2139	6149	8218
2140	6152	8215
2141	6155	8212
2142	6158	8210
2143	6160	8206
2144	6163	8203
2145	6166	8200
2146	6168	8197
2147	6171	8194
2148	6173	8190
2149	6176	8187
2150	6179	8184
2151	6182	8181
2152	6185	8179
2153	6188	8176
2154	6191	8173
2155	6193	8170
2156	6197	8168
2157	6199	8164
2158	6202	8161
2159	6204	8158
2160	6207	8155
2161	6210	8152
2162	6213	8149
2163	6216	8146
2164	6219	8144
2165	6222	8141
2166	6225	8138
2167	6228	8135
2168	6231	8133
2169	6233	8129
2170	6236	8127
2171	6239	8124
2172	6242	8121
2173	6245	8118
2174	6248	8115
2175	6251	8112
2176	6253	8109
2177	6256	8106
2178	6259	8103
2179	6262	8101
2180	6265	8098
2181	6267	8094
2182	6270	8091
2183	6273	8089
2184	6276	8086
2185	6279	8084
2186	6282	8081
2187	6285	8077
2188	6287	8074
2189	6290	8071
2190	6293	8068
2191	6296	8065
2192	6299	8062
2193	6302	8060
2194	6304	8057
2195	6307	8053
2196	6309	8050
2197	6312	8047
2198	6315	8044
2199	6318	8041
2200	6321	8038
2201	6323	8035
2202	6326	8032
2203	6329	8029
2204	6332	8027
2205	6335	8024
2206	6338	8021
2207	6341	8018
2208	6344	8016
2209	6347	8013
2210	6350	8010
2211	6353	8007
2212	6356	8005
2213	6359	8002
2214	6362	7999
2215	6365	7996
2216	6368	7993
2217	6371	7991
2218	6374	7988
2219	6377	7986
2220	6380	7983
2221	6383	7981
2222	6387	7978
2223	6390	7976
2224	6393	7973
2225	6396	7970
2226	6399	7968
2227	6402	7966
2228	6406	7964
2229	6409	7961
2230	6411	7958
2231	6414	7955
2232	6418	7953
2233	6421	7950
2234	6424	7947
2235	6426	7944
2236	6429	7941
2237	6432	7938
2238	6435	7935
2239	6438	7933
2240	6441	7930
2241	6444	7928
2242	6447	7924
2243	6450	7922
2244	6453	7919
2245	6456	7916
2246	6459	7913
2247	6461	7910
2248	6465	7908
2249	6468	7906
2250	6471	7903
2251	6475	7901
2252	6477	7898
2253	6480	7895
2254	6483	7891
2255	6486	7889
2256	6489	7886
2257	6492	7883
2258	6495	7881
2259	6498	7879
2260	6501	7876
2261	6504	7873
2262	6507	7870
2263	6510	7868
2264	6513	7865
2265	6516	7862
2266	6519	7859
2267	6522	7857
2268	6526	7855
2269	6529	7852
2270	6532	7849
2271	6535	7847
2272	6538	7844
2273	6541	7842
2274	6545	7839
2275	6549	7838
2276	6552	7836
2277	6556	7833
2278	6559	7831
2279	6562	7828
2280	6565	7826
2281	6567	7822
2282	6571	7820
2283	6574	7818
2284	6577	7815
2285	6580	7812
2286	6583	7809
2287	6585	7806
2288	6588	7803
2289	6591	7800
2290	6594	7797
2291	6597	7795
2292	6600	7791
2293	6603	7789
2294	6605	7785
2295	6608	7783
2296	6611	7780
2297	6614	7776
2298	6616	7773
2299	6619	7770
2300	6622	7767
2301	6625	7765
2302	6628	7762
2303	6630	7759
2304	6633	7755
2305	6636	7753
2306	6638	7749
2307	6642	7747
2308	6645	7744
2309	6647	7741
2310	6650	7738
2311	6653	7735
2312	6656	7733
2313	6659	7730
2314	6662	7727
2315	6665	7724
2316	6668	7722
2317	6671	7719
2318	6674	7716
2319	6676	7713
2320	6679	7709
2321	6682	7706
2322	6684	7703
2323	6687	7700
2324	6690	7697
2325	6693	7695
2326	6696	7691
2327	6699	7689
2328	6701	7686
2329	6704	7683
2330	6708	7680
2331	6711	7677
2332	6714	7675
2333	6717	7672
2334	6719	7669
2335	6722	7666
2336	6726	7664
2337	6729	7662
2338	6732	7659
2339	6735	7656
2340	6738	7653
2341	6742	7651
2342	6744	7648
2343	6748	7646
2344	6751	7643
2345	6754	7641
2346	6757	7638
2347	6760	7636
2348	6764	7633
2349	6767	7630
2350	6770	7628
2351	6773	7625
2352	6776	7622
2353	6779	7620
2354	6782	7617
2355	6785	7615
2356	6788	7612
2357	6791	7609
2358	6794	7607
2359	6797	7603
2360	6799	7600
2361	6802	7597
2362	6805	7594
2363	6808	7592
2364	6811	7589
2365	6814	7586
2366	6817	7583
2367	6821	7581
2368	6823	7578
2369	6827	7576
2370	6830	7574
2371	6833	7571
2372	6836	7568
2373	6839	7565
2374	6842	7562
2375	6845	7559
2376	6848	7557
2377	6851	7554
2378	6854	7551
2379	6857	7549
2380	6860	7546
2381	6864	7544
2382	6867	7541
2383	6869	7538
2384	6873	7536
2385	6876	7533
2386	6879	7530
2387	6883	7528
2388	6886	7526
2389	6889	7523
2390	6892	7520
2391	6895	7518
2392	6898	7515
2393	6901	7512
2394	6904	7509
2395	6908	7508
2396	6911	7505
2397	6914	7502
2398	6917	7500
2399	6920	7497
2400	6923	7494
2401	6926	7492
2402	6930	7489
2403	6932	7486
2404	6935	7483
2405	6938	7481
2406	692406	6942407	6944	7475
2408	6948	7472
2409	6951	7470
2410	6954	7467
2411	6956	7464
2412	6960	7462
2413	6963	7459
2414	6966	7456
2415	6969	7453
2416	6971	7450
2417	6974	7447
2418	6977	7444
2419	6980	7441
2420	6982	7438
2421	6985	7435
2422	6988	7432
2423	6991	7429
2424	6993	7426
2425	6996	7422
2426	6999	7420
2427	7001	7417
2428	7005	7414
2429	7008	7411
2430	7010	7408
2431	7013	7405
2432	7016	7402
2433	7019	7400
2434	7022	7397
2435	7026	7395
2436	7028	7392
2437	7031	7389
2438	7034	7386
2439	7037	7383
2440	7040	7380
2441	7043	7377
2442	7046	7374
2443	7049	7372
2444	7052	7369
2445	7055	7366
2446	7058	7364
2447	7061	7361
2448	7064	7358
2449	7067	7356
2450	7070	7353
2451	7073	7350
2452	7077	7348
2453	7080	7345
2454	7083	7342
2455	7085	7339
2456	7088	7337
2457	7091	7334
2458	7094	7331
2459	7097	7328
2460	7100	7325
2461	7103	7322
2462	7106	7319
2463	7109	7316
2464	7111	7313
2465	7114	7311
2466	7117	7308
2467	7120	7305
2468	7123	7302
2469	7126	7299
2470	7129	7296
2471	7131	7293
2472	7134	7290
2473	7137	7287
2474	7139	7284
2475	7142	7281
2476	7145	7278
2477	7148	7275
2478	7151	7272
2479	7154	7269
2480	7156	7266
2481	7159	7263
2482	7162	7260
2483	7165	7257
2484	7168	7255
2485	7171	7252
2486	7174	7249
2487	7177	7246
2488	7180	7243
2489	7182	7240
2490	7185	7237
2491	7188	7234
2492	7191	7231
2493	7194	7228
2494	7196	7225
2495	7199	7222
2496	7202	7219
2497	7205	7216
2498	7207	7213
2499	7210	7210
2500	7213	7207
2501	7216	7204
2502	7218	7201
2503	7221	7198
2504	7224	7195
2505	7227	7192
2506	7230	7189
2507	7232	7186
2508	7236	7184
2509	7239	7181
2510	7242	7178
2511	7245	7175
2512	7247	7172
2513	7250	7169
2514	7253	7166
2515	7255	7163
2516	7258	7160
2517	7261	7157
2518	7264	7154
2519	7267	7152
2520	7270	7149
2521	7274	7147
2522	7276	7144
2523	7280	7141
2524	7283	7139
2525	7285	7135
2526	7288	7132
2527	7291	7129
2528	7294	7127
2529	7297	7124
2530	7300	7121
2531	7302	7118
2532	7306	7115
2533	7309	7113
2534	7312	7110
2535	7314	7107
2536	7317	7104
2537	7320	7101
2538	7323	7098
2539	7326	7095
2540	7329	7092
2541	7331	7089
2542	7333	7085
2543	7336	7082
2544	7339	7079
2545	7341	7076
2546	7343	7072
2547	7346	7069
2548	7349	7066
2549	7352	7063
2550	7355	7061
2551	7358	7058
2552	7360	7055
2553	7363	7052
2554	7366	7048
2555	7369	7046
2556	7372	7043
2557	7375	7040
2558	7378	7038
2559	7381	7035
2560	7383	7032
2561	7386	7028
2562	7389	7026
2563	7391	7022
2564	7394	7019
2565	7397	7016
2566	7400	7013
2567	7402	7010
2568	7405	7008
2569	7408	7005
2570	7411	7001
2571	7413	6998
2572	7416	6995
2573	7419	6992
2574	7422	6990
2575	7425	6987
2576	7428	6984
2577	7430	6981
2578	7433	6978
2579	7436	6975
2580	7439	6972
2581	7441	6969
2582	7444	6966
2583	7447	6963
2584	7450	6960
2585	7452	6957
2586	7455	6954
2587	7458	6951
2588	7460	6948
2589	7463	6945
2590	7466	6941
2591	7469	6938
2592	7471	6935
2593	7474	6932
2594	7477	6929
2595	7480	6927
2596	7483	6924
2597	7486	6921
2598	7489	6918
2599	7492	6916
2600	7495	6913
2601	7498	6910
2602	7500	6907
2603	7503	6903
2604	7506	6901
2605	7509	6898
2606	7511	6895
2607	7514	6892
2608	7517	6889
2609	7520	6886
2610	7523	6883
2611	7526	6880
2612	7528	6877
2613	7531	6874
2614	7534	6871
2615	7537	6868
2616	7539	6865
2617	7542	6862
2618	7545	6859
2619	7548	6857
2620	7551	6853
2621	7554	6851
2622	7557	6848
2623	7560	6845
2624	7563	6842
2625	7566	6839
2626	7568	6836
2627	7571	6833
2628	7573	6830
2629	7575	6826
2630	7578	6823
2631	7581	6821
2632	7584	6818
2633	7588	6816
2634	7591	6813
2635	7594	6810
2636	7597	6808
2637	7600	6805
2638	7603	6802
2639	7607	6800
2640	7610	6797
2641	7612	6794
2642	7615	6791
2643	7618	6788
2644	7621	6785
2645	7624	6782
2646	7627	6779
2647	7629	6776
2648	7632	6773
2649	7635	6771
2650	7638	6768
2651	7641	6765
2652	7643	6762
2653	7646	6759
2654	7650	6757
2655	7652	6753
2656	7655	6751
2657	7658	6748
2658	7661	6745
2659	7664	6742
2660	7667	6739
2661	7670	6736
2662	7673	6733
2663	7675	6730
2664	7678	6727
2665	7681	6724
2666	7684	6722
2667	7687	6718
2668	7690	6716
2669	7692	6713
2670	7695	6709
2671	7698	6707
2672	7700	6704
2673	7703	6701
2674	7706	6698
2675	7709	6695
2676	7712	6692
2677	7715	6689
2678	7718	6686
2679	7720	6683
2680	7723	6680
2681	7726	6678
2682	7729	6675
2683	7732	6672
2684	7735	6669
2685	7737	6666
2686	7740	6663
2687	7743	6660
2688	7746	6657
2689	7749	6654
2690	7752	6651
2691	7755	6649
2692	7758	6646
2693	7760	6643
2694	7763	6640
2695	7766	6637
2696	7769	6634
2697	7771	6631
2698	7774	6627
2699	7777	6625
2700	7780	6622
2701	7783	6619
2702	7786	6616
2703	7789	6613
2704	7791	6610
2705	7794	6607
2706	7797	6605
2707	7800	6602
2708	7804	6599
2709	7806	6596
2710	7809	6593
2711	7812	6590
2712	7814	6587
2713	7817	6584
2714	7819	6581
2715	7822	6578
2716	7826	6575
2717	7828	6573
2718	7831	6569
2719	7834	6567
2720	7836	6563
2721	7839	6560
2722	7842	6557
2723	7845	6555
2724	7848	6552
2725	7850	6549
2726	7853	6546
2727	7856	6543
2728	7859	6540
2729	7862	6537
2730	7865	6534
2731	7868	6531
2732	7870	6528
2733	7873	6525
2734	7876	6522
2735	7879	6520
2736	7882	6516
2737	7884	6514
2738	7886	6510
2739	7889	6507
2740	7892	6504
2741	7895	6501
2742	7898	6498
2743	7901	6496
2744	7904	6493
2745	7906	6490
2746	7910	6487
2747	7912	6484
2748	7915	6481
2749	7917	6478
2750	7920	6474
2751	7922	6471
2752	7925	6468
2753	7928	6465
2754	7930	6462
2755	7933	6459
2756	7936	6457
2757	7939	6454
2758	7942	6451
2759	7945	6448
2760	7947	6444
2761	7950	6442
2762	7953	6439
2763	7956	6436
2764	7958	6433
2765	7961	6430
2766	7964	6427
2767	7967	6424
2768	7970	6421
2769	7972	6418
2770	7975	6415
2771	7978	6412
2772	7981	6409
2773	7983	6406
2774	7986	6403
2775	7989	6400
2776	7992	6397
2777	7994	6394
2778	7997	6391
2779	8000	6388
2780	8003	6386
2781	8006	6383
2782	8009	6380
2783	8011	6377
2784	8014	6374
2785	8017	6371
2786	8020	6368
2787	8023	6365
2788	8025	6362
2789	8029	6359
2790	8032	6357
2791	8034	6354
2792	8037	6350
2793	8040	6348
2794	8043	6345
2795	8046	6342
2796	8048	6339
2797	8051	6336
2798	8054	6333
2799	8057	6331
2800	8060	6328
2801	802801	8062802	802802	8062803	802803	8062804	802804	8072805	8075	6313
2806	8077	6310
2807	8080	6307
2808	802808	8082809	802809	8082810	802810	8082811	802811	8092812	802812	8092813	802813	8092814	802814	8092815	812815	8102816	812816	8102817	812817	8102818	812818	8102819	812819	8112820	812820	8112821	812821	8112822	812822	8122823	812823	8122824	812824	8122825	812825	8122826	812826	8132827	812827	8132828	812828	8132829	812829	8142830	812830	8142831	812831	8142832	812832	8142833	812833	8152834	812834	8152835	812835	8152836	812836	8162837	812837	8162838	812838	8162839	812839	8162840	812840	8172841	812841	8172842	812842	8172843	812843	8182844	812844	8182845	812845	8182846	812846	8182847	812847	8192848	812848	8192849	812849	8192850	812850	8192851	822851	8202852	8205	6174
2853	8208	6171
2854	8211	6169
2855	8214	6166
2856	8217	6163
2857	8220	6160
2858	8223	6158
2859	8226	6155
2860	8229	6152
2861	8232	6149
2862	8234	6146
2863	8237	6143
2864	8240	6140
2865	8243	6137
2866	8245	6134
2867	8249	6132
2868	8252	6129
2869	8254	6126
2870	8258	6124
2871	8261	6121
2872	8263	6118
2873	8266	6115
2874	8269	6112
2875	8273	6109
2876	8275	6106
2877	8279	6104
2878	8282	6101
2879	8285	6098
2880	8287	6095
2881	8290	6092
2882	8293	6089
2883	8296	6087
2884	8299	6084
2885	8302	6081
2886	8304	6078
2887	8307	6075
2888	8310	6072
2889	8313	6069
2890	8315	6066
2891	8318	6063
2892	8321	6060
2893	8325	6058
2894	8328	6056
2895	8331	6053
2896	8334	6050
2897	8337	6047
2898	8340	6044
2899	8343	6041
2900	8345	6038
2901	8348	6035
2902	8351	6032
2903	8355	6030
2904	8358	6027
2905	8361	6024
2906	8363	6021
2907	8366	6019
2908	8369	6015
2909	8372	6013
2910	8375	6010
2911	8377	6007
2912	8380	6004
2913	8382	6000
2914	8385	5997
2915	8388	5995
2916	8391	5992
2917	8394	5989
2918	8397	5986
2919	8399	5983
2920	8402	5980
2921	8405	5977
2922	8407	5974
2923	8410	5971
2924	8413	5968
2925	8416	5965
2926	8419	5962
2927	8421	5959
2928	8424	5956
2929	8427	5953
2930	8430	5951
2931	8433	5948
2932	8435	5945
2933	8438	5942
2934	8441	5939
2935	8444	5936
2936	8447	5933
2937	8450	5930
2938	8453	5927
2939	8456	5925
2940	8458	5921
2941	8462	5919
2942	8465	5916
2943	8467	5913
2944	8470	5910
2945	8473	5907
2946	8476	5904
2947	8479	5902
2948	8482	5899
2949	8485	5896
2950	8488	5893
2951	8491	5891
2952	8494	5888
2953	8497	5885
2954	8500	5882
2955	8502	5879
2956	8505	5876
2957	8508	5873
2958	8511	5870
2959	8513	5867
2960	8516	5864
2961	8519	5861
2962	8522	5858
2963	8525	5855
2964	8527	5853
2965	8530	5850
2966	8533	5847
2967	8536	5844
2968	8539	5841
2969	8542	5838
2970	8544	5835
2971	8547	5832
2972	8550	5829
2973	8552	5826
2974	8555	5823
2975	8558	5820
2976	8561	5817
2977	8563	5814
2978	8566	5811
2979	8569	5808
2980	8572	5805
2981	8574	5802
2982	8577	5799
2983	8580	5797
2984	8583	5794
2985	8585	5790
2986	8588	5788
2987	8591	5785
2988	8594	5782
2989	8597	5779
2990	8600	5776
2991	8603	5773
2992	8606	5770
2993	8609	5768
2994	8612	5765
2995	8614	5762
2996	8618	5759
2997	8620	5756
2998	8623	5753
2999	8626	5750
3000	8629	5747
3001	8631	5744
3002	8634	5742
3003	8637	5739
3004	8640	5736
3005	8643	5733
3006	8646	5730
3007	8648	5727
3008	8650	5723
3009	8653	5721
3010	8656	5718
3011	8658	5715
3012	8661	5712
3013	8664	5709
3014	8668	5706
3015	8670	5703
3016	8674	5701
3017	8677	5698
3018	8680	5695
3019	8682	5692
3020	8685	5689
3021	8688	5686
3022	8691	5683
3023	8694	5681
3024	8696	5678
3025	8700	5675
3026	8702	5672
3027	8705	5669
3028	8708	5666
3029	8711	5663
3030	8714	5660
3031	8716	5657
3032	8719	5654
3033	8722	5651
3034	8725	5649
3035	8728	5646
3036	873036	8723037	873037	8733038	873038	8733039	873039	8733040	873040	8743041	8744	5628
3042	873042	8743043	873043	8743044	873044	8753045	8756	5617
3046	8759	5614
3047	873047	8763048	873048	8763049	873049	8763050	873050	8763051	873051	8773052	873052	8773053	873053	8773054	873054	8783055	873055	8783056	873056	8783057	873057	8783058	873058	8793059	873059	8793060	873060	8793061	883061	8803062	8803	5567
3063	883063	8803064	8809	5561
3065	8812	5558
3066	8815	5556
3067	8818	5553
3068	8821	5550
3069	883069	8823070	8827	5544
3071	8830	5541
3072	8832	5538
3073	8835	5535
3074	8838	5533
3075	8841	5530
3076	8844	5527
3077	8847	5524
3078	8850	5521
3079	8853	5518
3080	8855	5515
3081	8858	5512
3082	8861	5510
3083	8864	5507
3084	8868	5504
3085	8871	5502
3086	8874	5499
3087	8877	5496
3088	8879	5493
3089	8882	5490
3090	8885	5487
3091	8888	5484
3092	8891	5482
3093	8894	5479
3094	8897	5476
3095	8899	5473
3096	8902	5470
3097	8905	5467
3098	8907	5464
3099	8910	5461
3100	8913	5458
3101	8915	5455
3102	8918	5452
3103	8921	5449
3104	8925	5447
3105	8928	5444
3106	8930	5441
3107	8933	5438
3108	8936	5435
3109	8939	5432
3110	8942	5429
3111	8945	5427
3112	8948	5424
3113	8951	5421
3114	8954	5418
3115	8957	5415
3116	8960	5413
3117	8963	5410
3118	8966	5407
3119	8969	5404
3120	8972	5401
3121	8975	5399
3122	8978	5396
3123	8981	5393
3124	8984	5390
3125	8986	5387
3126	8989	5384
3127	8992	5381
3128	8995	5378
3129	8998	5375
3130	9001	5373
3131	9004	5370
3132	9007	5367
3133	9009	5364
3134	9012	5361
3135	9015	5358
3136	9018	5355
3137	9020	5352
3138	9023	5349
3139	9026	5346
3140	9029	5343
3141	9032	5341
3142	9036	5338
3143	9038	5335
3144	9041	5332
3145	9044	5330
3146	9047	5327
3147	9050	5324
3148	9053	5321
3149	9056	5318
3150	9058	5315
3151	9060	5312
3152	9063	5309
3153	9066	5306
3154	9069	5303
3155	9072	5300
3156	9075	5297
3157	9077	5294
3158	9080	5291
3159	9083	5289
3160	9086	5286
3161	9089	5283
3162	9092	5280
3163	9094	5277
3164	9097	5274
3165	9100	5271
3166	9102	5268
3167	9105	5265
3168	9108	5262
3169	9110	5259
3170	9113	5256
3171	9116	5253
3172	9119	5250
3173	9122	5247
3174	9124	5244
3175	9127	5241
3176	9130	5239
3177	9133	5236
3178	9135	5233
3179	9138	5230
3180	9141	5227
3181	9144	5224
3182	9147	5221
3183	9149	5218
3184	9152	5215
3185	9155	5212
3186	9158	5210
3187	9161	5207
3188	9164	5204
3189	9167	5201
3190	9170	5198
3191	9173	5196
3192	9176	5193
3193	9179	5190
3194	9182	5187
3195	9184	5184
3196	9187	5181
3197	9190	5178
3198	9192	5175
3199	9196	5172
3200	9198	5169
3201	9201	5166
3202	9204	5164
3203	9207	5161
3204	9210	5158
3205	9213	5155
3206	9215	5152
3207	9218	5149
3208	9221	5146
3209	9224	5143
3210	9227	5140
3211	9230	5138
3212	9232	5135
3213	9235	5132
3214	9239	5129
3215	9241	5126
3216	9245	5123
3217	9247	5120
3218	9250	5118
3219	9253	5115
3220	9256	5112
3221	9258	5109
3222	9261	5106
3223	9264	5103
3224	9267	5100
3225	9270	5097
3226	9272	5094
3227	9275	5091
3228	9278	5088
3229	9281	5086
3230	9284	5083
3231	9286	5080
3232	9289	5077
3233	9292	5074
3234	923234	9293235	923235	9293236	923236	9293237	933237	9303238	933238	9303239	933239	9303240	933240	9313241	933241	9313242	933242	9313243	933243	9323244	933244	9323245	933245	9323246	933246	9323247	933247	9333248	933248	9333249	933249	9333250	933250	9343251	933251	9343252	933252	9343253	933253	9343254	933254	9353255	933255	9353256	933256	9353257	933257	9353258	933258	9363259	933259	9363260	933260	9363261	933261	9373262	933262	9373263	933263	9373264	933264	9373265	933265	9383266	933266	9383267	933267	9383268	933268	9393269	933269	9393270	933270	9393271	933271	9393272	943272	9403273	943273	9403274	943274	9403275	943275	9413276	943276	9413277	943277	9413278	943278	9413279	943279	9423280	943280	9423281	943281	9423282	943282	9431	4932
3283	9434	4929
3284	9437	4926
3285	9433286	943286	9443287	943287	9443288	943288	9443289	943289	9453290	943290	9453291	943291	9453292	943292	9453293	943293	9463294	943294	9463295	943295	9463296	943296	9473297	943297	9473298	943298	9473299	943299	9473300	943300	9483301	943301	9483302	943302	9483303	943303	9493304	943304	9493305	943305	9493306	943306	9493307	953307	9503308	953308	9503309	953309	9503310	953310	9503311	9513	4848
3312	953312	9513313	9519	4843
3314	9522	4840
3315	9525	4837
3316	953316	9523317	953317	9533318	953318	9533319	953319	9533320	953320	9533321	953321	9543322	953322	9543323	953323	9543324	953324	9553325	953325	9553326	953326	9553327	953327	9553328	953328	9563329	9565	4797
3330	9568	4794
3331	9571	4791
3332	9574	4788
3333	953333	9573334	953334	9573335	9582	4779
